latitude,longitude,hour_of_day,is_weekend,street_lit,commercial_density,recent_incidents_count,target_risk_score
26.1396848,91.6572039,6,1,1,0.84,1,1.97
26.1592923,91.6914931,11,0,0,0.81,0,1.81
26.18863,91.7987785,1,1,1,0.28,1,5.32
26.1584262,91.683186,5,1,1,0.62,0,1.11
26.18953,91.7558082,15,0,1,0.27,4,0.72
26.1652866,91.7340319,17,1,0,0.65,5,2.38
26.1819075,91.7841471,15,1,1,0.8,1,0.0
26.1161428,91.6892129,12,0,1,0.65,1,1.14
26.1651348,91.6923027,3,0,1,0.51,4,4.98
26.1277504,91.6952694,8,0,1,0.58,3,0.79
26.1814404,91.800963,0,0,1,0.75,4,5.32
26.1839021,91.7866582,22,0,1,0.59,2,6.03
26.1724232,91.7603582,15,0,1,0.54,3,0.74
26.1752865,91.7627482,19,1,1,0.4,4,0.59
26.198013,91.7877749,21,1,0,0.32,5,2.97
26.1643665,91.7366654,22,0,0,0.42,0,9.04
26.1821395,91.7660013,2,0,1,0.7,2,5.35
26.1657663,91.7361061,0,0,1,0.57,2,5.6
26.1856859,91.7520595,14,1,1,0.52,5,0.75
26.1258302,91.6946683,5,0,0,0.82,5,3.01
26.1294876,91.6747374,2,0,0,0.64,0,8.23
26.1195442,91.7154722,19,0,0,0.46,1,2.58
26.1780716,91.7608541,6,0,1,0.67,5,2.11
26.1947494,91.7654557,1,1,0,0.19,2,9.3
26.1858077,91.7546111,14,0,1,0.6,2,0.17
26.160047,91.7118947,3,0,1,0.57,3,5.7
26.1585565,91.6989144,13,0,1,0.41,5,0.31
26.1474783,91.7144948,22,1,1,0.28,2,5.02
26.16072,91.7061129,13,0,0,0.87,3,0.99
26.1693166,91.7383836,0,0,1,0.39,0,5.14
26.1723932,91.7471963,2,0,0,0.35,2,9.11
26.1522696,91.6503847,12,0,1,0.37,4,1.01
26.1447821,91.6909224,22,0,1,0.35,0,4.9
26.1433081,91.6438839,16,0,0,0.71,5,2.85
26.1470817,91.7083766,2,0,1,0.47,4,3.86
26.147825,91.6879378,10,0,1,0.39,1,1.58
26.1940351,91.7956421,16,0,1,0.43,2,1.13
26.1652687,91.6799266,19,0,1,0.26,4,1.42
26.1678574,91.7335564,15,0,0,0.82,1,2.39
26.1279405,91.7141462,6,0,1,0.21,2,1.8
26.1775326,91.7374959,11,0,0,0.7,1,2.57
26.1681439,91.7523804,13,0,1,0.75,4,0.0
26.164846,91.6975677,18,0,0,0.5,3,3.27
26.1183545,91.7037646,0,0,1,0.88,2,5.2
26.1842954,91.7690585,18,0,1,0.47,2,1.25
26.1471061,91.6682304,13,1,1,0.73,3,1.01
26.1973871,91.7850582,1,0,0,0.77,3,8.74
26.1687408,91.7465344,13,0,1,0.54,3,1.63
26.1837402,91.794331,13,0,1,0.52,0,0.79
26.1845371,91.766802,18,0,0,0.82,4,1.79
26.1610186,91.64872,10,1,1,0.79,5,0.15
26.1610539,91.6793843,5,0,1,0.14,2,1.55
26.129346,91.7186212,22,1,1,0.8,3,5.57
26.1933637,91.7827017,4,0,0,0.62,2,8.45
26.1511418,91.6431818,3,0,1,0.39,5,5.57
26.1545375,91.648432,10,0,1,0.37,4,1.31
26.1938192,91.7684902,5,1,1,0.58,5,2.27
26.1408558,91.6567485,6,0,1,0.21,2,2.34
26.1487437,91.7002861,18,1,0,0.57,5,2.85
26.1801184,91.77194,21,0,0,0.1,5,3.8
26.1780812,91.7434359,2,0,0,0.13,2,8.92
26.1679822,91.7251628,14,0,0,0.38,4,3.29
26.1402838,91.6704208,19,0,1,0.45,2,1.51
26.1560738,91.7300888,18,0,0,0.84,1,2.02
26.1835959,91.7763101,3,1,1,0.44,1,5.9
26.1507961,91.6524768,3,0,1,0.87,0,4.78
26.1915038,91.7712909,11,1,1,0.74,4,0.7
26.1719083,91.7475038,2,0,0,0.67,2,8.77
26.187184,91.7566848,14,0,1,0.74,4,0.0
26.1703579,91.7539017,6,1,0,0.38,3,3.88
26.1421766,91.7020161,11,0,1,0.66,0,1.23
26.1674414,91.7410219,10,0,1,0.12,1,2.05
26.1578375,91.6749432,6,1,1,0.62,0,2.17
26.1456408,91.7246656,11,0,1,0.75,2,0.34
26.1627329,91.6879335,2,0,1,0.35,2,4.44
26.1620858,91.6917924,19,0,1,0.13,1,0.44
26.1673986,91.7050643,22,0,1,0.23,2,5.0
26.180508,91.7680977,22,0,0,0.1,0,8.32
26.1287324,91.7205172,7,0,1,0.2,5,2.46
26.1909149,91.7881876,20,0,1,0.27,2,1.35
26.1661123,91.6835078,9,1,0,0.81,2,2.18
26.1829027,91.7943922,13,0,0,0.86,5,2.36
26.1811745,91.755541,4,1,1,0.11,4,4.81
26.1836103,91.758608,16,1,1,0.6,2,1.45
26.1675907,91.6714078,22,0,0,0.75,2,8.55
26.1842773,91.8006257,22,0,1,0.3,5,5.14
26.1542354,91.6724564,16,0,1,0.15,2,0.52
26.203242,91.8042267,23,0,0,0.45,3,9.09
26.1500695,91.68347,4,1,0,0.66,1,8.35
26.1892974,91.780037,8,0,1,0.83,5,0.61
26.1855783,91.7465372,6,1,0,0.11,1,4.61
26.1875994,91.8007749,10,0,1,0.27,5,2.44
26.1504219,91.6456573,12,0,1,0.41,2,1.18
26.1711167,91.7346729,1,0,0,0.22,3,8.53
26.1935868,91.7631379,7,0,1,0.2,4,2.61
26.1315769,91.717896,6,0,1,0.19,0,2.14
26.1840087,91.7449977,2,0,1,0.11,4,4.89
26.1221005,91.7130185,11,0,0,0.39,1,2.94
26.1662887,91.7242844,22,0,1,0.28,5,4.18
26.1660331,91.6842316,1,0,1,0.67,5,4.22
26.1730876,91.7569735,13,0,1,0.32,0,1.15
26.1520577,91.6501272,1,0,1,0.12,4,6.06
26.1887453,91.7644722,21,1,1,0.12,2,1.92
26.1871847,91.7448442,2,0,1,0.66,4,5.16
26.1382752,91.7147255,11,0,0,0.73,5,2.98
26.182813,91.7959151,22,0,0,0.35,3,9.01
26.151958,91.653458,8,0,0,0.76,1,2.26
26.1645343,91.6758148,18,1,1,0.33,1,1.48
26.160047,91.7118947,19,0,0,0.46,5,2.74
26.1478007,91.6653951,22,0,0,0.38,0,8.61
26.1155715,91.7096873,3,1,1,0.42,0,5.49
26.1600354,91.6806401,23,1,0,0.26,2,9.95
26.1649541,91.6963309,2,0,0,0.83,4,8.95
26.1587012,91.6888519,20,0,1,0.18,0,1.92
26.143516,91.700705,16,1,1,0.42,3,1.44
26.1504435,91.6448209,5,1,1,0.24,4,1.37
26.1707515,91.7325565,5,0,1,0.26,2,2.34
26.1884902,91.7615244,14,0,1,0.29,2,1.28
26.1509319,91.695917,19,0,1,0.65,2,1.4
26.1496356,91.6794316,5,0,1,0.26,3,0.83
26.1583364,91.7359479,19,0,0,0.26,4,3.68
26.1522701,91.683866,22,1,1,0.27,3,5.19
26.1929978,91.7838247,10,1,0,0.56,2,3.17
26.1848565,91.7488378,2,0,1,0.66,5,4.14
26.1722109,91.7507963,22,0,0,0.76,4,8.11
26.1870827,91.7616675,23,0,0,0.79,0,8.81
26.1850685,91.7619254,20,0,0,0.33,5,3.06
26.1809119,91.7508557,3,0,0,0.82,2,8.76
26.172134,91.7688394,11,0,1,0.71,2,0.29
26.1904221,91.7826626,10,1,1,0.59,5,0.86
26.1895655,91.7775121,14,0,0,0.29,1,2.79
26.1751523,91.7412931,15,0,0,0.35,0,2.54
26.1815463,91.8000967,17,0,0,0.66,4,2.36
26.1832662,91.7613828,12,0,1,0.47,4,1.19
26.1920159,91.7745497,3,1,1,0.64,5,6.26
26.1888342,91.7953397,14,1,1,0.66,2,1.31
26.1572484,91.650095,21,0,0,0.18,1,3.76
26.1597645,91.6796209,20,0,1,0.57,3,0.91
26.1957512,91.7891757,2,1,1,0.55,3,5.53
26.1688742,91.6809561,4,1,1,0.19,4,5.26
26.1928246,91.7762663,15,0,0,0.47,0,2.71
26.1790512,91.742406,16,0,1,0.81,3,0.0
26.163171,91.6846766,7,0,1,0.84,1,2.1
26.1689169,91.7296105,21,0,1,0.15,0,1.45
26.1585801,91.7069932,6,0,1,0.62,5,2.13
26.1488507,91.7029767,6,1,1,0.24,3,2.96
26.1755584,91.7530437,11,0,0,0.55,5,3.36
26.1795408,91.781612,7,0,1,0.62,3,2.12
26.1683968,91.7499198,0,0,1,0.73,2,5.16
26.1934532,91.7867429,21,0,1,0.59,5,1.77
26.1761748,91.7512532,17,1,0,0.86,4,2.26
26.1948077,91.7883225,15,0,1,0.64,2,1.16
26.184131,91.801026,4,0,1,0.31,5,4.69
26.1283043,91.7182365,11,0,1,0.3,2,1.34
26.1597645,91.6796209,21,0,1,0.45,2,1.28
26.1894494,91.800693,5,0,0,0.71,2,2.15
26.1727511,91.7339159,20,0,1,0.57,1,1.45
26.1836252,91.7589523,21,0,1,0.22,2,1.69
26.1506392,91.692739,22,0,0,0.15,5,8.49
26.1448686,91.6640606,15,0,1,0.2,0,1.43
26.1615092,91.6946628,16,0,1,0.89,5,0.72
26.1581244,91.690551,11,0,1,0.24,0,1.44
26.1324891,91.6731264,13,0,0,0.52,3,3.5
26.163761,91.7149427,2,0,0,0.82,0,8.44
26.168172,91.7256944,1,1,1,0.59,4,6.53
26.1789341,91.7540719,20,1,1,0.67,4,1.37
26.1821306,91.7824866,3,0,0,0.82,3,8.35
26.123625,91.7004105,20,1,1,0.55,2,0.66
26.170934,91.7658157,20,0,0,0.56,1,2.35
26.1705966,91.7315438,6,0,1,0.56,3,2.12
26.1525778,91.6810464,3,1,1,0.84,4,5.6
26.1409236,91.7256788,7,0,0,0.31,0,3.97
26.1812908,91.7859954,23,0,0,0.23,0,8.5
26.1799328,91.7814646,12,0,1,0.58,0,0.86
26.1172529,91.6882748,7,0,1,0.28,5,2.09
26.1858989,91.7732881,13,0,0,0.34,0,2.64
26.1999767,91.7954706,9,0,1,0.5,5,1.48
26.1944739,91.7845306,19,0,1,0.2,1,0.64
26.1287524,91.7060887,6,0,1,0.4,0,2.29
26.1763481,91.7433929,1,0,1,0.55,1,5.1
26.1666672,91.7191411,15,1,0,0.72,2,2.34
26.1679753,91.6831717,4,0,1,0.64,1,5.23
26.1949275,91.7927562,19,0,1,0.14,3,1.87
26.1896073,91.7500166,11,1,1,0.29,3,1.25
26.1286978,91.7125226,6,0,0,0.71,0,4.76
26.1561749,91.7302042,15,0,0,0.63,5,3.72
26.1828736,91.7772397,8,1,0,0.17,4,4.3
26.1846026,91.7490171,5,0,0,0.67,0,4.33
26.149277,91.692457,6,0,1,0.54,1,2.74
26.1616563,91.6758229,12,1,1,0.4,3,2.08
26.1881705,91.7607314,8,0,1,0.6,3,0.37
26.1300265,91.6810354,13,0,1,0.5,1,0.75
26.1888799,91.7715434,15,0,0,0.77,5,1.9
26.1812947,91.7579574,4,0,0,0.63,1,9.16
26.163761,91.7149427,15,0,1,0.42,4,0.81
26.1279633,91.7075364,11,1,1,0.44,4,1.59
26.1895087,91.8026004,6,0,1,0.84,4,1.75
26.1678226,91.7420274,8,0,0,0.54,0,2.88
26.1911477,91.7842206,2,0,0,0.17,2,8.91
26.1651348,91.6923027,4,1,1,0.54,1,4.74
26.1891242,91.7847705,2,1,1,0.83,3,6.95
26.1734708,91.7510838,18,1,1,0.79,5,0.87
26.1978517,91.7915387,20,1,1,0.87,5,1.38
26.1599268,91.7174808,9,0,1,0.73,4,0.57
26.1527507,91.7025723,11,1,0,0.15,1,4.73
26.1664086,91.6852133,20,0,1,0.45,2,0.91
26.1196908,91.7058778,5,0,0,0.55,1,4.75
26.1809645,91.772033,18,0,1,0.4,0,1.54
26.1962389,91.7668592,16,0,1,0.23,0,1.12
26.1518996,91.6807019,22,0,0,0.68,5,8.2
26.1511679,91.6882388,20,0,1,0.75,3,0.69
26.1585829,91.6853617,22,0,0,0.56,5,9.18
26.160342,91.6919143,15,0,1,0.64,4,0.72
26.1179312,91.6880594,18,0,1,0.86,4,0.27
26.1734212,91.739841,5,0,1,0.38,5,2.7
26.1512827,91.6649577,23,1,0,0.71,0,9.58
26.1627603,91.7348582,15,0,0,0.24,3,3.41
26.1388054,91.7154631,10,0,1,0.72,3,1.92
26.1613281,91.6894677,13,1,1,0.21,5,1.4
26.1682888,91.7641693,12,0,0,0.23,1,3.6
26.1596399,91.682327,23,0,1,0.79,2,5.38
26.1693434,91.7470408,1,0,0,0.7,2,8.4
26.1527123,91.6566988,18,0,0,0.44,5,3.0
26.1591766,91.6914881,19,1,1,0.5,3,1.23
26.1279249,91.6766031,21,0,0,0.13,1,3.42
26.137996,91.7006537,2,1,0,0.5,0,9.98
26.1654768,91.6781081,19,0,1,0.42,3,0.98
26.1653149,91.7463445,20,0,1,0.58,3,0.93
26.1515194,91.6886232,14,0,0,0.18,0,4.63
26.19012,91.8042122,13,0,1,0.29,4,0.4
26.1772937,91.7623526,12,1,1,0.13,5,1.88
26.1854308,91.7931242,11,0,1,0.62,2,2.05
26.1896864,91.7541862,4,1,0,0.87,1,8.52
26.1899937,91.7945112,3,0,1,0.28,0,5.34
26.1631792,91.657236,2,0,1,0.82,4,5.27
26.1579876,91.6783818,7,0,0,0.69,4,4.57
26.1691333,91.6842874,13,0,1,0.85,3,0.63
26.1848585,91.7825419,23,0,1,0.56,2,4.37
26.1289831,91.6731453,13,1,1,0.56,2,1.01
26.1568557,91.703168,23,1,1,0.43,0,5.48
26.1352446,91.6687965,1,1,1,0.11,2,7.1
26.1587531,91.711818,7,1,1,0.22,1,2.63
26.1658927,91.6708499,15,1,0,0.57,5,2.13
26.1712104,91.6848114,20,1,1,0.73,5,0.91
26.1759048,91.755941,1,0,1,0.48,5,4.6
26.1564796,91.694285,11,0,1,0.64,1,0.69
26.1971657,91.7990621,16,1,1,0.17,1,2.67
26.1679315,91.7420625,5,0,1,0.58,1,1.28
26.1727511,91.7339159,22,0,0,0.83,1,9.07
26.1627508,91.6860941,22,1,1,0.29,1,5.18
26.1750712,91.772737,5,0,1,0.18,1,2.15
26.1734303,91.7389392,16,0,0,0.76,4,2.88
26.1858907,91.7505135,22,1,1,0.42,2,4.33
26.1632694,91.6814187,4,0,1,0.17,2,5.16
26.1598715,91.6655695,17,0,1,0.8,2,0.6
26.1111522,91.6844045,15,0,1,0.48,2,0.32
26.202186,91.8009745,3,0,1,0.12,3,4.98
26.1927259,91.7877327,4,0,0,0.72,3,8.81
26.200251,91.799923,3,1,1,0.2,0,6.18
26.1762012,91.7323536,7,0,1,0.9,0,1.93
26.1748089,91.7640064,20,0,1,0.19,0,2.41
26.2001631,91.8006985,15,0,0,0.4,5,2.68
26.1666491,91.678451,17,0,1,0.88,4,0.0
26.1613603,91.6896719,1,0,0,0.21,3,8.0
26.1633249,91.7126977,2,0,0,0.77,2,9.3
26.1785413,91.7498232,6,1,1,0.54,0,2.14
26.1572484,91.650095,11,0,0,0.55,3,3.36
26.1874158,91.7709315,2,1,1,0.49,2,5.73
26.1861117,91.7805761,10,0,0,0.86,0,2.46
26.1829627,91.7691207,7,1,0,0.59,2,3.89
26.2007733,91.7896823,18,0,1,0.86,0,0.08
26.1925422,91.7571999,10,0,1,0.18,1,1.7
26.1166311,91.6812407,22,0,0,0.43,4,7.74
26.1604311,91.6784565,17,0,1,0.34,3,0.57
26.1928246,91.7762663,1,0,1,0.48,2,5.07
26.1811064,91.7496831,1,0,1,0.5,0,5.68
26.1486081,91.64807,19,0,1,0.47,4,0.72
26.15939,91.7034664,22,0,1,0.22,1,5.21
26.1492431,91.6844772,9,0,1,0.57,2,1.11
26.1595832,91.6823457,12,0,1,0.66,2,0.32
26.1888941,91.7997203,5,1,1,0.6,1,1.49
26.163546,91.6913868,14,1,0,0.68,0,3.06
26.1845478,91.762291,16,0,0,0.22,4,2.72
26.1407446,91.6802101,16,1,0,0.12,2,3.95
26.142268,91.6758285,2,0,0,0.75,2,8.78
26.1587887,91.6614813,5,0,1,0.14,0,2.45
26.1387999,91.7166406,6,1,0,0.43,0,4.17
26.1223757,91.6927944,15,0,1,0.64,4,1.36
26.1611955,91.7344793,11,0,1,0.79,0,0.0
26.1434497,91.676689,22,0,1,0.85,4,5.09
26.1285875,91.7025453,14,0,1,0.85,4,0.0
26.1805704,91.7832233,17,1,1,0.22,5,1.07
26.1658815,91.69549,22,1,1,0.58,4,5.77
26.181578,91.7542822,5,0,1,0.28,1,2.28
26.12098,91.6852361,20,1,0,0.74,3,2.87
26.1506569,91.6998466,11,1,1,0.43,5,1.18
26.1218538,91.682433,0,1,1,0.46,1,6.27
26.1932242,91.7606694,2,0,0,0.8,3,7.64
26.1675193,91.7390431,14,0,0,0.75,0,2.94
26.1541257,91.7040205,21,0,0,0.5,2,4.11
26.1761218,91.7598342,12,0,1,0.36,5,0.53
26.1693515,91.7601998,9,0,1,0.25,0,2.07
26.1582237,91.6838546,4,0,1,0.42,1,5.25
26.1666211,91.6856116,3,0,1,0.54,4,5.74
26.1122134,91.6952212,18,0,1,0.19,1,1.24
26.1684641,91.7233755,19,0,1,0.81,2,0.05
26.1502103,91.7018211,9,0,0,0.84,3,2.2
26.1572717,91.6782895,13,1,0,0.29,5,3.65
26.1829725,91.7593443,4,1,0,0.16,4,8.3
26.1753489,91.7588942,1,0,1,0.13,2,5.03
26.1378907,91.6694812,20,0,0,0.29,0,2.9
26.1643463,91.6939812,2,0,1,0.24,4,5.76
26.159251,91.6707593,10,0,1,0.35,5,1.5
26.1900368,91.78378,11,1,1,0.53,1,0.28
26.1872613,91.7990707,18,1,1,0.71,0,0.39
26.1899712,91.7829958,6,0,1,0.81,5,2.55
26.1596239,91.7048506,19,0,1,0.59,0,1.02
26.1475306,91.6547846,4,0,1,0.46,4,4.4
26.1521031,91.7310098,5,0,0,0.21,1,4.61
26.1573352,91.6855695,20,0,1,0.12,1,2.24
26.1827918,91.7545508,11,0,1,0.1,5,1.73
26.1608206,91.6612238,22,0,1,0.17,3,5.13
26.1385265,91.7044702,1,0,1,0.2,1,5.41
26.1708868,91.7333434,23,0,0,0.61,5,9.16
26.1244996,91.7053566,18,0,1,0.42,3,1.58
26.1750555,91.7649225,0,0,1,0.83,4,5.03
26.1777472,91.7529637,22,0,0,0.47,4,8.48
26.1696014,91.6852719,2,1,1,0.24,3,6.34
26.1760641,91.7373419,16,0,1,0.87,5,0.52
26.1531589,91.7126116,14,0,0,0.63,2,2.56
26.1530189,91.6961338,18,0,1,0.37,4,0.76
26.1901904,91.7906847,11,1,0,0.62,2,2.39
26.1845478,91.762291,14,0,1,0.72,1,1.52
26.1317069,91.7187596,14,0,1,0.71,1,0.08
26.146443,91.6450202,5,1,0,0.68,5,3.28
26.2000176,91.7884861,7,0,0,0.32,4,4.31
26.1821306,91.7824866,19,0,0,0.17,1,4.81
26.1860421,91.7683408,1,0,1,0.49,0,4.3
26.1473507,91.6853489,3,0,1,0.89,2,5.25
26.1890875,91.7805339,15,1,1,0.56,0,1.08
26.1975789,91.8008551,4,0,1,0.67,5,5.02
26.1902066,91.790394,2,1,1,0.64,5,6.86
26.1605108,91.6914102,15,0,1,0.28,1,1.57
26.1948505,91.8026106,2,0,1,0.15,0,6.0
26.1863617,91.7758562,17,0,1,0.6,5,0.43
26.1837965,91.7797411,10,0,1,0.66,3,0.9
26.1759048,91.755941,17,1,1,0.67,3,0.61
26.1930103,91.8004641,19,0,0,0.36,0,3.79
26.189033,91.7715042,22,1,1,0.29,5,5.02
26.1507476,91.6990102,12,0,1,0.89,1,0.0
26.1850489,91.7557586,21,0,1,0.21,4,0.92
26.1832405,91.779913,18,1,1,0.11,1,1.66
26.1837224,91.7730897,7,0,1,0.19,5,1.24
26.1919966,91.774142,23,0,1,0.69,0,5.12
26.1870866,91.7553217,7,0,1,0.28,5,2.84
26.1122134,91.6952212,12,0,1,0.43,0,0.75
26.1414207,91.720036,14,0,1,0.81,5,0.18
26.1643474,91.6956928,8,1,1,0.48,0,2.11
26.1633388,91.6814017,2,0,1,0.45,0,4.62
26.1887054,91.787281,3,1,1,0.47,4,6.17
26.1619233,91.6938956,23,0,1,0.88,5,4.92
26.1570797,91.728647,18,1,1,0.14,3,0.92
26.1581358,91.7337024,7,0,1,0.54,1,2.19
26.1607776,91.6868106,21,0,1,0.77,1,0.54
26.1834368,91.7749254,23,0,0,0.76,0,9.17
26.1688473,91.6842886,10,0,0,0.49,2,3.07
26.1779392,91.7732084,15,1,1,0.4,0,1.63
26.1481686,91.6995084,14,0,0,0.37,3,3.53
26.1634043,91.7139275,22,0,1,0.48,0,4.64
26.175437,91.7690429,15,0,1,0.13,1,2.06
26.1509975,91.6912349,3,0,1,0.12,1,5.11
26.1886839,91.761897,7,0,1,0.54,4,1.91
26.1581565,91.7213562,13,0,0,0.17,3,2.81
26.1797975,91.7512077,8,0,1,0.84,2,0.46
26.167791,91.7672527,0,0,1,0.82,0,4.59
26.1548887,91.6839524,7,0,0,0.28,2,4.52
26.1961186,91.8017524,16,0,1,0.83,4,0.02
26.1859765,91.763332,4,0,1,0.69,3,4.26
26.1578793,91.6754762,12,0,1,0.82,2,1.08
26.1657876,91.757378,5,0,1,0.83,1,1.38
26.1607631,91.6535404,9,1,0,0.15,2,3.26
26.1864585,91.7972132,14,0,0,0.79,5,2.77
26.1803381,91.7388891,1,0,0,0.12,1,8.76
26.1555931,91.6643866,8,0,1,0.49,5,0.83
26.1405348,91.6439746,13,0,1,0.17,5,1.02
26.1416912,91.6746232,13,1,1,0.79,4,0.32
26.1646435,91.7422812,3,0,1,0.78,0,5.07
26.1636318,91.7495226,23,0,1,0.13,5,5.52
26.1748935,91.7604628,11,0,1,0.7,2,1.62
26.1316763,91.673798,16,1,0,0.32,3,2.94
26.1887682,91.7546516,19,0,1,0.56,2,0.9
26.1976719,91.7827179,15,0,0,0.55,2,2.94
26.1848188,91.8012379,10,0,1,0.77,2,0.19
26.1937415,91.7826258,0,0,1,0.86,5,4.22
26.1281054,91.7156501,14,0,0,0.26,3,3.34
26.1671423,91.6784275,10,0,0,0.77,5,2.21
26.1896056,91.7989446,9,0,1,0.48,5,1.42
26.1837965,91.7797411,11,0,1,0.72,4,0.66
26.1625732,91.7351032,17,1,1,0.49,0,1.33
26.1797536,91.7550196,6,1,1,0.78,0,2.63
26.1750386,91.7673866,16,0,1,0.86,3,0.0
26.1376925,91.6507804,6,0,1,0.33,4,2.78
26.1733687,91.7584977,10,1,0,0.68,3,2.54
26.1871902,91.7710552,19,0,1,0.11,4,1.68
26.1503519,91.6901986,14,0,1,0.82,1,0.47
26.1761748,91.7512532,6,1,0,0.81,5,4.73
26.1206157,91.7093156,17,0,0,0.3,5,3.72
26.1941595,91.8027261,22,0,1,0.72,4,5.4
26.1843886,91.7770082,18,0,1,0.39,0,1.37
26.1739121,91.7331496,7,1,1,0.58,4,3.51
26.1420103,91.6668279,15,0,1,0.65,5,1.52
26.1184211,91.6904706,11,0,1,0.7,5,0.63
26.1637736,91.6906376,1,0,0,0.26,3,8.56
26.140213,91.6402362,22,0,0,0.17,2,8.86
26.1812103,91.7556929,8,1,1,0.57,4,0.84
26.1895087,91.8026004,0,0,1,0.34,4,5.43
26.1715362,91.7339891,3,0,1,0.9,2,5.69
26.1607318,91.6779606,12,0,1,0.23,4,1.56
26.175398,91.748883,9,1,1,0.21,2,1.11
26.165387,91.684073,16,0,1,0.14,5,1.85
26.1574407,91.7158218,16,0,0,0.65,5,2.31
26.1731522,91.7672354,10,0,1,0.56,2,0.68
26.1421766,91.7020161,14,1,1,0.17,1,2.02
26.1807006,91.7563584,13,0,0,0.5,4,2.78
26.1772365,91.7540588,9,0,1,0.64,0,0.14
26.1657928,91.7243943,20,0,1,0.49,1,0.55
26.1839361,91.7852318,7,1,1,0.11,3,1.27
26.1683703,91.6841736,18,0,1,0.56,0,0.77
26.1919802,91.7552797,1,1,0,0.26,3,9.7
26.1845926,91.7748442,6,0,1,0.9,3,2.15
26.1897672,91.7664714,11,0,1,0.63,0,1.08
26.1775326,91.7374959,8,1,1,0.88,5,0.0
26.1900816,91.7864096,8,0,0,0.11,1,3.49
26.1611168,91.6880485,7,0,0,0.46,2,3.51
26.1571301,91.6570949,16,1,1,0.42,4,0.51
26.1502422,91.6960944,17,1,0,0.25,2,3.84
26.167981,91.7612426,21,0,0,0.43,1,3.92
26.1915278,91.76776,17,0,1,0.84,5,0.9
26.17119,91.7465052,10,0,1,0.69,2,0.12
26.1384155,91.6695715,22,0,1,0.65,5,5.33
26.1602855,91.6533361,19,0,1,0.77,1,0.81
26.1403192,91.6469669,14,1,0,0.41,4,3.72
26.1291733,91.7144358,19,1,1,0.38,3,0.84
26.1772365,91.7540588,13,0,1,0.5,3,0.7
26.1587539,91.6888436,19,0,1,0.72,0,0.0
26.1971275,91.7689764,12,0,0,0.59,4,2.75
26.1847296,91.7614257,10,0,1,0.68,2,1.37
26.1892604,91.7565941,6,0,0,0.18,0,3.08
26.1449443,91.7089104,20,1,0,0.28,2,3.89
26.1626051,91.6509382,23,0,0,0.66,2,8.86
26.1594558,91.6893789,17,0,1,0.41,3,0.61
26.1408574,91.6420907,11,0,1,0.3,0,1.32
26.1471594,91.7121076,13,0,1,0.49,5,1.25
26.1451777,91.6805987,2,1,1,0.41,5,5.43
26.1885348,91.77273,20,0,0,0.76,5,3.02
26.1409797,91.6775785,21,0,1,0.76,4,0.64
26.1812492,91.7743663,6,0,0,0.3,2,4.73
26.1422681,91.6642762,20,0,1,0.3,4,0.71
26.1211026,91.6898714,4,0,1,0.83,1,5.03
26.1585801,91.7069932,23,0,1,0.21,5,5.22
26.1629189,91.6832472,21,1,1,0.5,2,1.27
26.1373612,91.6691854,3,1,1,0.16,2,6.1
26.1617344,91.6929007,14,0,1,0.18,5,1.24
26.1693346,91.7557367,15,1,1,0.77,3,0.82
26.2043064,91.7997993,10,0,0,0.42,4,3.02
26.1384201,91.7135346,4,0,0,0.31,2,8.03
26.1587523,91.7056605,18,0,1,0.72,1,0.1
26.1351898,91.6988538,0,0,0,0.42,3,8.29
26.1646435,91.7422812,18,1,1,0.49,0,1.36
26.1608065,91.6853249,3,0,1,0.13,2,4.46
26.1682888,91.7510185,15,0,0,0.38,3,3.0
26.1594046,91.6839325,21,0,1,0.64,4,0.89
26.1521259,91.7018613,22,1,1,0.11,4,3.98
26.1476054,91.6994962,8,1,1,0.85,5,0.21
26.166964,91.7323935,14,0,0,0.41,1,2.82
26.1950736,91.7938216,15,0,1,0.53,2,1.79
26.1842773,91.8006257,0,1,0,0.82,0,9.3
26.153282,91.6717948,16,0,1,0.65,5,0.27
26.18498,91.7899864,17,1,0,0.83,0,1.76
26.1595398,91.6610199,0,0,1,0.88,5,4.45
26.1408499,91.7186788,4,0,0,0.59,1,8.84
26.1496488,91.6545833,7,0,1,0.34,5,1.83
26.1359576,91.7051015,18,0,1,0.35,5,1.81
26.1166311,91.6812407,11,0,1,0.78,1,1.22
26.1289447,91.677588,11,0,1,0.17,3,1.49
26.1624658,91.6806936,5,0,1,0.9,4,2.11
26.1708742,91.7294079,8,0,0,0.1,1,3.26
26.1606424,91.7176883,6,0,0,0.24,5,4.46
26.1544774,91.6512171,4,1,1,0.47,0,6.05
26.1634277,91.7189613,8,0,1,0.8,3,0.15
26.1819075,91.7841471,2,0,1,0.65,2,5.27
26.1800072,91.7527684,10,0,0,0.49,5,3.54
26.1808815,91.761267,7,0,1,0.78,5,2.28
26.1378907,91.6694812,16,0,1,0.82,5,0.21
26.1676909,91.6831288,8,0,1,0.84,4,0.0
26.1863128,91.7615303,13,1,1,0.47,0,1.01
26.1954951,91.7676381,6,0,0,0.36,3,3.94
26.1903492,91.7701513,9,0,1,0.77,5,0.52
26.1999331,91.7990059,9,0,1,0.44,2,1.37
26.1541473,91.7171135,12,0,0,0.49,4,2.86
26.1845723,91.7601733,1,0,1,0.78,0,5.09
26.1719911,91.7521741,0,0,0,0.85,2,7.33
